Product_Name,Caffeine_Content_mg,Price_USD,Country,Sugar_Content_g,product_id
Energy Drink I 29,266.1,3.2,UK,30.8,2661
Energy Drink J 71,220.8,4.16,UK,6.8,3022
Energy Drink G 90,218.4,5.75,Canada,12.5,2169
Energy Drink G 24,67.3,9.07,France,25.8,1310
Energy Drink R 86,244.8,6.95,Germany,11.0,159
Energy Drink P 61,182.2,2.04,UK,16.8,3211
Energy Drink Q 71,68.2,9.34,Germany,15.8,3900
Energy Drink U 57,231.9,9.17,South Korea,14.2,3743
Energy Drink Q 6,237.5,9.21,Germany,49.7,3474
Energy Drink E 78,148.8,7.69,Japan,6.6,679
Energy Drink Y 29,214.6,6.41,Canada,4.2,798
Energy Drink R 60,161.3,1.55,France,35.6,3293
Energy Drink F 52,252.7,3.47,Germany,3.1,1042
Energy Drink B 33,123.0,1.54,Germany,10.8,2787
Energy Drink T 36,170.6,6.59,UK,46.5,562
Energy Drink N 24,215.9,2.36,UK,18.7,1781
Energy Drink J 100,166.5,2.73,Canada,9.8,667
Energy Drink X 44,248.4,5.11,Japan,16.0,1784
Energy Drink R 87,265.9,9.67,UK,17.7,2683
Energy Drink V 54,61.7,6.73,Canada,35.6,2927
Energy Drink I 50,56.5,4.63,Canada,23.9,188
Energy Drink X 97,86.7,2.47,France,23.5,272
Energy Drink D 77,216.2,5.95,France,41.5,171
Energy Drink M 25,225.4,4.36,France,8.9,3908
Energy Drink M 64,219.2,7.87,USA,46.6,3191
Energy Drink P 63,126.5,7.7,Germany,9.6,3979
Energy Drink I 19,102.3,7.07,Canada,30.1,99
Energy Drink W 49,178.3,1.55,Germany,48.0,2150
Energy Drink M 61,78.8,5.97,Germany,30.2,2699
Energy Drink I 52,72.6,4.93,France,43.7,1822
Energy Drink G 68,52.2,3.85,USA,15.3,3788
Energy Drink T 85,284.6,4.93,France,23.0,2039
Energy Drink C 70,127.5,5.52,Canada,41.3,613
Energy Drink R 1,82.9,6.94,Japan,47.3,1569
Energy Drink K 19,172.2,3.26,USA,12.9,1725
Energy Drink R 77,237.5,1.23,UK,38.2,1888
Energy Drink V 74,290.6,2.03,Canada,17.6,148
Energy Drink T 50,260.2,4.93,France,45.3,1205
Energy Drink Y 54,131.7,2.46,UK,25.7,749
Energy Drink A 10,262.5,7.56,Germany,24.8,699
Energy Drink A 22,84.5,4.14,Canada,32.1,1663
Energy Drink R 62,261.5,5.38,France,12.1,338
Energy Drink F 11,59.5,6.47,Canada,2.2,2548
Energy Drink F 60,254.3,7.55,Canada,14.7,824
Energy Drink A 18,241.7,4.89,South Korea,20.7,1965
Energy Drink K 30,192.8,8.55,UK,27.0,3228
Energy Drink P 10,55.2,1.01,France,18.3,3732
Energy Drink H 45,184.5,8.95,UK,29.1,1687
Energy Drink R 81,111.3,3.25,Canada,39.7,3096
Energy Drink F 39,296.9,8.99,France,11.5,804
Energy Drink Z 42,299.4,3.15,Canada,19.6,1394
Energy Drink I 61,87.8,8.49,South Korea,20.9,2168
Energy Drink J 60,215.1,2.04,Canada,49.7,1870
Energy Drink M 34,192.1,3.27,Germany,46.0,2118
Energy Drink A 79,297.1,3.87,France,42.1,1441
Energy Drink Z 2,237.8,7.61,Japan,49.6,2747
Energy Drink D 46,261.7,6.1,Germany,44.5,1078
Energy Drink Q 81,222.4,2.99,Japan,9.7,1312
Energy Drink B 4,219.1,2.79,France,37.0,3636
Energy Drink U 84,214.1,4.88,Canada,5.9,3467
Energy Drink R 45,150.1,1.31,Japan,22.5,2859
Energy Drink C 20,206.8,9.88,France,19.8,3051
Energy Drink K 17,211.4,5.77,USA,0.0,877
Energy Drink I 91,202.6,9.6,Canada,25.7,2804
Energy Drink J 44,293.7,1.42,France,42.4,2372
Energy Drink T 75,135.1,7.9,France,45.6,3430
Energy Drink Z 99,75.7,5.71,Japan,16.9,3355
Energy Drink J 58,149.3,9.58,France,4.7,872
Energy Drink Q 91,104.7,5.25,Germany,16.0,3576
Energy Drink R 56,146.5,4.85,Canada,5.3,3173
Energy Drink W 14,116.7,7.99,Japan,2.2,2615
Energy Drink S 28,265.5,5.02,USA,4.4,3640
Energy Drink C 8,285.2,5.59,Canada,44.3,707
Energy Drink J 26,193.7,3.3,USA,27.1,3910
Energy Drink E 95,216.9,9.27,Germany,39.4,13
Energy Drink B 25,56.9,3.4,USA,2.7,2730
Energy Drink Z 78,52.2,3.45,UK,27.2,3359
Energy Drink I 34,178.7,4.3,UK,4.9,2761
Energy Drink G 86,270.2,5.48,Japan,32.8,2001
Energy Drink Z 59,268.3,8.74,France,3.3,1482
Energy Drink X 72,270.3,7.72,Germany,6.9,2009
Energy Drink K 70,172.2,9.36,South Korea,2.2,1523
Energy Drink R 92,105.0,6.04,Japan,1.8,3879
Energy Drink S 47,141.1,3.95,France,28.9,246
Energy Drink Y 22,108.0,7.36,France,2.8,2462
Energy Drink V 56,93.7,4.74,USA,35.4,833
Energy Drink D 21,128.6,5.55,Japan,40.4,1239
Energy Drink C 29,260.9,7.82,Germany,10.1,684
Energy Drink H 93,196.3,7.31,USA,45.9,1224
Energy Drink O 2,280.9,4.23,South Korea,3.4,2348
Energy Drink Q 43,171.4,4.36,Japan,38.3,2199
Energy Drink M 80,222.4,1.86,Japan,50.0,2716
Energy Drink P 23,105.1,3.74,South Korea,26.2,615
Energy Drink H 46,153.5,9.88,Germany,31.3,3105
Energy Drink T 53,260.9,5.9,Germany,33.4,2649
Energy Drink Z 36,156.6,3.85,France,48.1,2901
Energy Drink T 60,63.0,9.44,Canada,19.0,3328
Energy Drink H 78,104.6,9.67,Germany,26.1,2106
Energy Drink J 11,180.7,3.55,UK,21.4,3190
Energy Drink W 38,257.8,3.22,Canada,21.2,3885
Energy Drink Y 7,198.5,5.2,South Korea,10.3,1412
Energy Drink Z 35,208.1,7.88,South Korea,17.7,1435
Energy Drink J 37,165.6,4.61,USA,25.2,432
Energy Drink C 72,135.2,1.13,Japan,16.1,2238
Energy Drink Z 58,285.2,4.52,Germany,41.5,3886
Energy Drink I 69,200.9,3.08,Japan,6.2,265
Energy Drink T 62,254.2,6.24,USA,25.3,3740
Energy Drink L 43,236.7,9.74,UK,23.4,1994
Energy Drink C 37,265.7,7.93,Canada,0.2,254
Energy Drink X 72,224.9,3.67,South Korea,4.6,989
Energy Drink S 30,181.8,9.58,USA,17.9,3465
Energy Drink O 84,209.3,1.96,South Korea,42.7,2656
Energy Drink X 36,108.7,1.64,Germany,26.4,3605
Energy Drink J 43,103.1,1.52,USA,13.7,1905
Energy Drink L 19,59.2,2.97,USA,2.8,47
Energy Drink A 96,65.0,1.17,USA,4.3,3629
Energy Drink F 6,129.6,3.66,USA,25.8,1247
Energy Drink I 55,253.1,5.02,France,14.0,3710
Energy Drink Q 78,163.8,9.88,France,36.6,994
Energy Drink K 39,196.0,3.41,South Korea,17.9,2300
Energy Drink E 45,153.4,9.36,Germany,40.0,1494
Energy Drink T 77,120.1,4.41,UK,17.2,3454
Energy Drink Y 100,248.8,3.94,UK,34.6,73
Energy Drink O 7,235.4,4.6,Germany,22.5,2051
Energy Drink U 67,248.2,3.11,Japan,0.0,3023
Energy Drink M 56,226.3,8.69,South Korea,11.8,2287
Energy Drink N 31,281.2,3.49,South Korea,17.3,3905
Energy Drink X 90,109.0,3.43,France,37.2,2193
Energy Drink R 62,161.9,7.02,USA,0.4,3219
Energy Drink A 4,200.0,3.81,Canada,28.3,2079
Energy Drink K 47,163.6,6.81,Canada,6.9,133
Energy Drink Z 4,193.4,9.56,Canada,30.5,3511
Energy Drink O 15,240.2,8.87,South Korea,13.6,1788
Energy Drink I 50,174.4,2.59,Germany,41.3,2219
Energy Drink Z 54,111.7,4.11,France,14.6,3646
Energy Drink N 85,218.1,8.21,Germany,9.9,1429
Energy Drink N 20,229.7,7.68,Germany,4.8,2003
Energy Drink U 14,189.3,1.34,South Korea,17.2,3586
Energy Drink H 2,115.1,5.35,UK,30.6,3665
Energy Drink C 6,268.1,7.69,France,13.0,1667
Energy Drink K 34,76.0,8.07,South Korea,35.5,80
Energy Drink M 67,75.3,8.81,France,15.2,1738
Energy Drink G 91,192.9,1.04,Germany,18.2,1578
Energy Drink M 58,195.0,3.27,USA,20.1,320
Energy Drink Q 64,289.4,7.22,Germany,38.0,738
Energy Drink U 63,269.0,2.45,Canada,42.7,436
Energy Drink G 7,263.3,8.39,USA,4.8,34
Energy Drink S 87,273.7,1.04,France,24.3,309
Energy Drink W 74,177.5,3.91,UK,23.7,1945
Energy Drink N 66,160.0,9.7,Germany,37.1,963
Energy Drink T 32,210.4,9.3,Germany,2.2,1566
Energy Drink C 61,67.6,1.96,France,33.6,1972
Energy Drink Q 100,295.3,1.65,Canada,45.4,969
Energy Drink I 47,213.2,7.73,Germany,7.5,3961
Energy Drink E 9,283.1,4.42,South Korea,5.6,1769
Energy Drink M 94,83.8,5.74,Germany,14.9,3135
Energy Drink N 74,234.5,3.89,Germany,2.0,3401
Energy Drink W 63,222.5,8.3,Japan,39.5,1641
Energy Drink H 84,217.5,8.26,France,4.7,2741
Energy Drink X 17,107.3,1.01,Canada,24.4,819
Energy Drink F 8,195.4,8.59,South Korea,33.6,1180
Energy Drink V 65,213.2,2.98,USA,5.6,2221
Energy Drink X 58,116.0,4.25,Japan,46.1,303
Energy Drink R 10,239.3,7.14,Canada,27.6,3513
Energy Drink W 48,105.0,2.11,USA,16.7,651
Energy Drink E 66,156.3,7.19,UK,41.7,844
Energy Drink B 20,289.4,7.81,UK,26.3,728
Energy Drink Q 76,185.0,4.4,Canada,5.4,3486
Energy Drink D 30,137.4,4.39,Germany,12.0,1273
Energy Drink F 95,277.0,8.23,France,41.4,3731
Energy Drink H 63,166.4,4.51,Japan,43.8,3708
Energy Drink M 39,233.8,8.76,USA,22.3,462
Energy Drink P 8,288.1,1.84,UK,17.2,3182
Energy Drink S 74,110.0,5.21,UK,13.1,2495
Energy Drink Z 43,161.6,2.67,Japan,35.8,1941
Energy Drink J 66,65.0,1.85,France,17.0,264
Energy Drink A 51,175.3,9.18,Japan,15.0,1038
Energy Drink A 22,282.6,8.34,Japan,2.6,845
Energy Drink S 57,100.5,9.49,USA,27.8,3171
Energy Drink I 51,247.8,3.62,Japan,14.7,456
Energy Drink Y 53,233.1,5.27,UK,43.1,16
Energy Drink O 19,118.5,2.28,Japan,48.2,1265
Energy Drink W 1,124.8,6.8,UK,47.9,229
Energy Drink F 89,186.7,9.33,Canada,36.8,2141
Energy Drink P 68,120.6,3.68,France,49.6,2333
Energy Drink G 81,119.6,1.64,France,30.8,1596
Energy Drink F 96,81.9,5.16,UK,15.7,1338
Energy Drink B 58,85.7,8.99,France,6.3,2959
Energy Drink G 66,151.4,7.64,Germany,42.6,1957
Energy Drink S 60,213.4,7.14,Germany,36.3,3870
Energy Drink F 33,91.3,6.93,Germany,17.5,1200
Energy Drink V 61,121.5,2.26,Japan,28.2,2820
Energy Drink S 61,95.1,3.39,Canada,44.6,3734
Energy Drink Z 25,248.8,2.43,Canada,10.1,1402
Energy Drink A 88,254.9,5.96,UK,26.8,1522
Energy Drink V 91,232.6,5.01,USA,14.8,3019
Energy Drink C 40,68.6,3.09,UK,17.2,3566
Energy Drink Q 14,155.0,8.69,Germany,24.8,3092
Energy Drink C 5,177.0,3.94,Germany,17.1,3370
Energy Drink U 90,249.8,1.78,South Korea,6.4,2682
Energy Drink H 15,185.2,1.47,USA,26.2,464
Energy Drink X 63,200.6,8.5,UK,13.8,2038
Energy Drink O 55,140.0,9.6,Japan,38.1,244
Energy Drink W 71,109.8,7.53,Canada,20.4,1490
Energy Drink P 72,121.4,9.39,France,2.7,1618
Energy Drink K 55,223.2,4.08,UK,44.8,3942
Energy Drink L 62,57.2,4.54,Japan,46.0,1529
Energy Drink A 46,116.1,8.51,Canada,42.8,2200
Energy Drink Y 54,151.8,6.57,South Korea,14.4,183
Energy Drink E 93,101.7,7.99,Germany,33.8,1035
Energy Drink F 39,107.1,2.6,France,17.0,677
Energy Drink G 85,116.4,5.03,Canada,22.3,1748
Energy Drink Y 97,232.1,1.88,Canada,46.2,548
Energy Drink A 40,219.1,4.93,Japan,48.0,3920
Energy Drink V 56,159.1,1.32,Japan,22.2,2742
Energy Drink X 69,276.2,7.65,Japan,30.1,2855
Energy Drink A 36,259.8,6.03,Canada,3.3,3411
Energy Drink J 8,287.3,8.65,France,31.1,3977
Energy Drink Z 22,164.2,5.9,South Korea,36.3,1210
Energy Drink S 55,203.5,9.49,France,46.1,2823
Energy Drink Y 76,87.5,7.95,France,2.3,892
Energy Drink C 70,63.3,1.04,UK,36.5,2631
Energy Drink O 52,68.6,9.8,Germany,0.4,282
Energy Drink S 94,263.2,4.36,France,4.1,2189
Energy Drink Q 33,297.8,9.57,UK,45.7,1568
Energy Drink W 83,218.6,4.37,France,11.9,1803
Energy Drink T 19,125.5,4.88,Canada,22.8,569
Energy Drink X 35,93.5,9.0,South Korea,36.4,1966
Energy Drink W 3,281.0,5.4,France,43.5,3089
Energy Drink B 92,88.3,4.44,USA,25.2,1075
Energy Drink M 80,277.7,3.81,USA,13.5,648
Energy Drink L 12,107.5,5.97,Canada,19.0,3509
Energy Drink W 4,204.5,6.16,France,17.4,3913
Energy Drink L 53,275.4,7.8,France,27.5,495
Energy Drink N 12,193.3,6.27,Germany,21.9,1396
Energy Drink U 18,210.0,6.17,Japan,37.5,503
Energy Drink Y 47,195.0,8.91,Japan,46.8,2133
Energy Drink V 62,154.7,7.34,UK,42.0,1817
Energy Drink R 20,161.0,5.13,UK,48.3,3930
Energy Drink L 45,245.4,5.7,South Korea,44.7,2910
Energy Drink N 62,234.4,8.94,Germany,4.7,1757
Energy Drink J 72,183.0,9.48,South Korea,33.9,2840
Energy Drink X 78,285.1,6.85,Germany,11.3,2831
Energy Drink U 94,291.8,6.19,UK,40.1,1937
Energy Drink W 99,292.3,5.9,South Korea,49.5,686
Energy Drink T 31,69.1,8.87,Japan,22.0,922
Energy Drink Z 43,64.4,8.62,Japan,9.2,430
Energy Drink T 44,257.1,1.95,USA,6.7,2946
Energy Drink J 26,296.1,2.88,South Korea,6.1,1658
Energy Drink D 96,224.5,9.49,Germany,13.6,2401
Energy Drink Y 52,181.0,7.7,UK,29.2,1411
Energy Drink M 1,223.4,7.2,USA,18.1,438
Energy Drink M 38,225.7,4.15,France,13.6,1424
Energy Drink L 100,178.5,8.01,South Korea,31.4,323
Energy Drink K 90,279.3,9.31,Japan,28.9,1779
Energy Drink S 8,218.0,5.9,USA,40.1,3741
Energy Drink L 85,257.1,3.85,Germany,27.0,2745
Energy Drink P 16,268.8,1.38,South Korea,7.6,3412
Energy Drink Q 8,203.0,7.16,USA,22.6,1891
Energy Drink K 55,184.9,1.84,USA,16.0,949
Energy Drink M 68,232.4,9.11,UK,29.3,2979
Energy Drink N 77,73.1,1.81,USA,37.3,1899
Energy Drink I 21,71.3,4.66,USA,23.0,2750
Energy Drink E 82,208.4,2.59,UK,33.9,3021
Energy Drink I 83,55.6,1.16,Germany,17.7,614
Energy Drink Z 64,126.5,3.16,Japan,12.9,2918
Energy Drink Z 50,256.9,8.34,USA,4.8,3376
Energy Drink F 72,248.2,1.09,France,3.5,1722
Energy Drink N 77,212.7,2.79,France,28.8,2014
Energy Drink F 86,233.4,6.35,Germany,4.2,2869
Energy Drink Y 35,214.0,9.88,Canada,17.3,710
Energy Drink G 84,170.5,9.4,France,32.9,3882
Energy Drink X 62,63.2,5.69,Germany,29.9,2888
Energy Drink C 81,252.0,8.96,USA,27.6,1632
Energy Drink X 3,94.9,6.92,France,6.7,289
Energy Drink P 12,202.1,2.21,Canada,36.7,1421
Energy Drink G 63,149.6,2.34,Canada,3.7,3200
Energy Drink Z 10,105.0,8.22,Japan,12.5,2316
Energy Drink N 9,242.8,1.95,Canada,11.1,564
Energy Drink M 21,154.2,7.54,USA,48.8,1022
Energy Drink S 62,146.4,8.1,Japan,31.7,2622
Energy Drink E 99,69.0,5.26,USA,36.8,3493
Energy Drink X 77,145.6,1.09,USA,11.0,2552
Energy Drink N 58,85.8,3.43,USA,17.5,552
Energy Drink H 33,64.0,1.19,Canada,41.1,3149
Energy Drink H 29,92.9,9.69,France,35.6,198
Energy Drink O 63,274.9,9.39,Canada,21.4,1178
Energy Drink X 59,136.7,5.08,France,34.5,2296
Energy Drink A 39,142.4,4.07,Japan,33.6,401
Energy Drink C 52,187.5,5.81,South Korea,29.4,539
Energy Drink J 12,72.1,8.97,USA,25.6,1168
Energy Drink C 9,265.8,4.41,South Korea,5.9,1085
Energy Drink G 36,107.5,7.23,France,15.4,1204
Energy Drink U 51,284.3,7.87,Canada,27.2,2429
Energy Drink P 57,229.0,4.45,Germany,25.2,1711
Energy Drink S 34,164.1,6.89,France,6.3,3334
Energy Drink S 60,105.1,2.16,USA,29.0,2564
Energy Drink E 30,169.4,2.72,France,2.8,3444
Energy Drink T 50,272.0,1.21,UK,28.8,30
Energy Drink Y 13,225.9,2.4,Japan,28.5,115
Energy Drink S 76,66.7,1.3,South Korea,6.5,2984
Energy Drink F 15,278.9,5.3,Germany,28.2,2114
Energy Drink D 55,78.1,9.45,Japan,31.9,3081
Energy Drink X 50,173.6,9.07,Germany,16.8,2881
Energy Drink Q 51,238.4,7.12,South Korea,29.2,3109
Energy Drink J 14,183.4,5.13,USA,15.6,1242
Energy Drink E 99,299.3,1.86,South Korea,2.3,1921
Energy Drink V 13,180.4,2.29,Canada,11.9,1112
Energy Drink N 5,135.6,7.56,France,42.6,947
Energy Drink G 45,156.3,8.44,UK,19.2,1640
Energy Drink R 11,98.5,3.04,South Korea,21.9,3057
Energy Drink K 1,232.6,7.79,South Korea,4.3,3281
Energy Drink H 93,235.3,1.6,Germany,36.2,2115
Energy Drink L 65,111.6,4.46,USA,26.8,2606
Energy Drink B 80,99.1,6.7,South Korea,9.3,3854
Energy Drink N 53,276.5,6.09,South Korea,33.6,2559
Energy Drink N 51,112.4,1.96,Japan,49.9,1624
Energy Drink A 86,113.8,1.86,Germany,45.2,939
Energy Drink G 65,244.1,3.32,UK,17.9,1350
Energy Drink S 78,158.6,5.59,UK,20.4,3366
Energy Drink H 85,60.2,2.44,USA,27.9,3756
Energy Drink L 78,183.1,1.81,Japan,15.9,3546
Energy Drink K 50,259.1,9.1,Canada,5.4,3306
Energy Drink B 5,111.0,8.19,Germany,45.3,913
Energy Drink I 5,212.6,1.85,UK,27.1,3512
Energy Drink Y 64,167.3,7.5,South Korea,21.3,149
Energy Drink Z 48,137.1,2.79,France,32.0,1959
Energy Drink S 28,97.2,5.11,UK,11.1,697
Energy Drink B 89,119.4,8.05,Canada,6.7,1434
Energy Drink L 47,218.7,4.36,Japan,3.7,1455
Energy Drink Y 76,219.3,4.05,USA,43.2,2752
Energy Drink M 50,294.2,3.47,UK,24.1,3166
Energy Drink X 25,245.3,6.78,Japan,46.8,1801
Energy Drink F 36,265.4,1.13,France,19.8,3516
Energy Drink I 20,195.1,6.4,South Korea,19.4,3494
Energy Drink P 59,123.8,2.64,South Korea,6.8,1004
Energy Drink Q 79,260.5,6.4,UK,36.3,478
Energy Drink D 46,174.8,3.3,USA,15.9,2235
Energy Drink V 90,72.8,7.7,Canada,32.2,1940
Energy Drink G 88,130.3,5.85,France,13.2,965
Energy Drink S 8,177.1,2.57,South Korea,48.0,2491
Energy Drink Z 74,87.1,1.07,Japan,34.5,554
Energy Drink U 89,168.4,3.58,Germany,2.5,2933
Energy Drink C 89,278.9,3.69,South Korea,19.1,516
Energy Drink Q 83,127.7,1.46,Canada,7.6,371
Energy Drink Z 76,101.0,6.68,UK,29.7,2817
Energy Drink M 2,111.9,7.01,Germany,11.2,1148
Energy Drink L 42,134.5,5.27,Germany,38.8,1928
Energy Drink Z 88,120.2,8.57,South Korea,8.1,107
Energy Drink E 74,99.3,6.37,Canada,5.4,1763
Energy Drink T 6,285.9,8.4,Japan,24.3,137
Energy Drink Q 62,188.3,3.0,USA,41.1,3196
Energy Drink M 79,95.4,4.76,South Korea,6.2,1650
Energy Drink R 25,157.4,2.18,Germany,21.5,167
Energy Drink E 43,119.3,4.39,USA,7.4,1322
Energy Drink C 5,249.7,2.42,UK,35.3,184
Energy Drink N 8,61.3,1.26,South Korea,31.4,609
Energy Drink R 12,75.1,4.01,Japan,34.8,2329
Energy Drink A 21,163.4,3.46,UK,24.6,3002
Energy Drink G 7,287.9,3.83,Canada,11.6,225
Energy Drink K 60,193.2,6.35,Canada,24.0,1804
Energy Drink X 11,223.0,2.5,Germany,38.6,3118
Energy Drink P 57,115.4,1.73,UK,35.9,2357
Energy Drink I 29,296.4,7.92,Germany,43.4,820
Energy Drink B 77,163.0,9.36,Japan,21.6,11
Energy Drink J 78,79.6,8.44,Japan,42.9,3969
Energy Drink S 82,162.8,7.49,USA,30.4,1707
Energy Drink K 76,92.1,1.98,Germany,14.4,3929
Energy Drink Q 34,69.6,3.21,Canada,44.7,1634
Energy Drink X 80,276.3,6.88,Germany,49.1,2947
Energy Drink C 98,70.2,6.78,Canada,11.2,3440
Energy Drink J 66,231.0,6.92,Japan,8.1,161
Energy Drink J 42,129.3,7.71,UK,23.9,3584
Energy Drink R 31,297.0,3.85,South Korea,7.7,1715
Energy Drink O 23,160.9,9.87,Japan,15.9,3324
Energy Drink A 68,256.5,4.98,Germany,45.1,173
Energy Drink E 25,183.5,7.6,France,2.9,1245
Energy Drink M 50,218.5,4.6,South Korea,27.6,3470
Energy Drink V 43,225.9,4.25,Germany,14.6,858
Energy Drink C 26,279.9,5.7,USA,45.3,1019
Energy Drink Z 38,187.6,1.45,France,23.8,3890
Energy Drink J 77,260.2,5.52,France,15.8,112
Energy Drink L 52,264.8,1.48,Japan,31.3,2554
Energy Drink J 82,66.6,8.78,Canada,30.3,3198
Energy Drink P 4,67.4,8.86,France,0.4,281
Energy Drink L 82,109.2,6.17,Germany,24.2,3606
Energy Drink A 23,207.9,1.51,USA,19.3,2917
Energy Drink F 90,192.2,5.61,UK,12.8,58
Energy Drink A 62,73.2,4.9,South Korea,0.1,1328
Energy Drink A 52,188.3,4.35,UK,1.8,3714
Energy Drink M 71,225.0,4.6,USA,0.9,111
Energy Drink P 100,231.5,3.64,South Korea,0.8,33
Energy Drink C 47,119.7,8.74,Canada,7.0,630
Energy Drink G 50,167.6,2.55,USA,38.5,2419
Energy Drink D 91,259.2,5.73,Canada,8.7,2784
Energy Drink O 45,195.3,4.69,France,35.1,1958
Energy Drink B 7,76.5,2.92,UK,19.4,92
Energy Drink G 68,123.1,5.24,USA,33.4,1211
Energy Drink M 82,187.9,8.08,UK,5.3,3167
Energy Drink A 52,153.3,9.34,Japan,41.2,2450
Energy Drink F 60,112.8,9.11,Japan,13.4,2624
Energy Drink A 44,250.1,3.53,Japan,26.2,1453
Energy Drink F 40,111.5,7.88,France,49.8,1420
Energy Drink B 28,71.0,1.02,Canada,15.5,1156
Energy Drink U 7,285.8,5.53,Canada,38.2,450
Energy Drink J 66,81.1,2.56,UK,10.6,2766
Energy Drink S 32,97.4,9.18,South Korea,24.5,398
Energy Drink P 56,136.0,6.21,South Korea,32.3,2383
Energy Drink L 98,119.3,7.96,France,40.8,1236
Energy Drink J 19,121.2,3.81,USA,2.6,2057
Energy Drink O 46,81.6,7.94,South Korea,44.7,1895
Energy Drink J 77,172.7,1.42,Japan,8.7,2629
Energy Drink I 66,60.7,5.95,Germany,28.3,1426
Energy Drink E 20,140.9,4.98,Canada,42.0,852
Energy Drink T 58,282.8,3.18,Germany,26.4,3704
Energy Drink H 38,275.3,1.54,Canada,34.5,3635
Energy Drink M 30,234.9,6.92,Japan,22.8,302
Energy Drink K 100,263.1,5.81,USA,35.2,972
Energy Drink B 33,152.2,9.35,South Korea,13.3,2647
Energy Drink F 74,291.9,6.85,UK,0.2,588
Energy Drink Z 87,118.8,2.02,Japan,3.0,754
Energy Drink D 3,256.5,7.95,UK,14.0,2829
Energy Drink I 22,219.8,6.45,USA,45.5,1348
Energy Drink Y 70,233.5,5.03,UK,9.9,2526
Energy Drink N 17,269.6,8.4,South Korea,44.0,185
Energy Drink E 35,290.7,9.81,Canada,17.3,288
Energy Drink M 87,226.6,7.15,Japan,0.5,3158
Energy Drink A 86,118.7,1.26,UK,35.5,2899
Energy Drink K 36,290.6,8.98,Japan,5.4,472
Energy Drink S 37,122.9,2.98,USA,12.8,3393
Energy Drink H 70,54.5,4.48,USA,29.7,2301
Energy Drink E 20,118.4,3.55,France,14.3,1531
Energy Drink Y 36,250.4,7.46,UK,18.9,1182
Energy Drink A 96,247.7,9.97,France,4.5,1583
Energy Drink R 32,74.6,3.48,UK,2.7,3933
Energy Drink A 41,231.0,6.97,France,21.2,2338
Energy Drink X 17,145.9,8.09,Canada,11.0,1235
Energy Drink N 36,90.8,2.44,Germany,45.8,141
Energy Drink V 91,142.4,4.83,UK,43.0,1214
Energy Drink T 49,211.1,2.81,UK,34.4,3644
Energy Drink J 45,215.6,8.39,USA,25.9,3110
Energy Drink W 49,235.6,7.0,Canada,44.9,101
Energy Drink D 70,222.2,5.11,Japan,40.7,561
Energy Drink K 24,289.6,5.27,USA,13.4,2493
Energy Drink D 62,253.4,1.14,USA,49.2,2181
Energy Drink Z 34,84.3,5.15,USA,32.6,3351
Energy Drink Z 100,238.1,3.61,France,5.7,3504
Energy Drink B 38,251.0,8.87,UK,21.6,2002
Energy Drink G 58,146.4,8.21,USA,21.9,2367
Energy Drink D 8,175.0,6.05,UK,15.0,865
Energy Drink Z 98,95.1,5.37,South Korea,8.0,1528
Energy Drink B 28,178.4,1.84,Japan,14.6,867
Energy Drink S 22,127.2,3.11,Canada,19.7,2601
Energy Drink Q 35,275.1,8.32,Canada,48.7,2967
Energy Drink Q 90,51.5,9.36,Germany,2.8,2611
Energy Drink D 64,52.0,9.44,South Korea,38.6,3353
Energy Drink J 5,189.2,4.63,USA,0.6,269
Energy Drink V 69,295.9,9.8,UK,10.9,740
Energy Drink U 87,155.3,7.96,South Korea,41.1,1090
Energy Drink W 52,51.5,9.32,USA,42.2,945
Energy Drink Q 38,161.7,4.25,France,20.3,1138
Energy Drink N 51,99.3,8.76,Canada,10.7,2285
Energy Drink A 14,221.0,6.99,Germany,19.5,3076
Energy Drink A 36,187.3,4.13,Japan,48.9,757
Energy Drink D 45,241.9,4.39,Germany,29.1,345
Energy Drink W 82,222.7,4.0,UK,12.2,1837
Energy Drink Z 49,203.7,4.88,Germany,34.0,3434
Energy Drink Y 75,87.2,3.03,South Korea,43.0,3695
Energy Drink E 70,98.8,3.48,Japan,4.1,616
Energy Drink X 25,108.7,2.4,USA,17.6,304
Energy Drink W 15,102.4,3.29,Germany,33.1,851
Energy Drink S 54,225.7,6.78,France,48.7,2902
Energy Drink R 78,96.1,7.16,Japan,41.2,993
Energy Drink M 5,145.5,4.83,South Korea,45.9,3160
Energy Drink G 51,88.5,9.78,UK,20.0,981
Energy Drink Q 29,191.6,9.67,South Korea,9.8,1912
Energy Drink I 50,96.0,5.67,South Korea,24.7,453
Energy Drink C 61,290.4,7.08,Canada,2.2,2905
Energy Drink T 61,235.2,5.46,Canada,24.9,1306
Energy Drink Q 18,205.9,1.12,Japan,18.9,538
Energy Drink Q 64,254.4,7.18,Japan,29.3,2858
Energy Drink J 50,182.1,5.68,Canada,0.1,1833
Energy Drink N 28,134.7,1.88,USA,43.3,2939
Energy Drink Z 78,284.4,9.91,France,11.6,671
Energy Drink F 94,208.6,2.52,Germany,35.7,18
Energy Drink H 15,192.4,3.23,UK,29.0,2159
Energy Drink X 43,57.2,1.24,France,30.9,3199
Energy Drink G 8,171.3,5.35,USA,16.8,659
Energy Drink F 81,185.8,3.19,Canada,5.1,517
Energy Drink X 12,52.9,7.03,Japan,18.7,418
Energy Drink V 75,110.4,1.03,USA,25.3,491
