Product_Name,Caffeine_Content_mg,Price_USD,Country,Sugar_Content_g
Energy Drink E 39,226.6,8.75,South Korea,25.7
Energy Drink L 41,152.0,8.61,Germany,33.1
Energy Drink B 20,299.0,5.01,France,9.5
Energy Drink J 23,166.7,4.44,Canada,17.7
Energy Drink Q 27,211.2,1.63,USA,22.4
Energy Drink K 69,86.8,6.32,UK,14.0
Energy Drink X 66,241.2,5.6,UK,2.8
Energy Drink L 22,148.6,2.52,Japan,26.0
Energy Drink H 41,205.8,4.46,France,36.7
Energy Drink I 87,150.6,6.0,Japan,19.2
Energy Drink L 33,186.6,1.27,UK,14.9
Energy Drink K 79,57.1,8.88,UK,21.4
Energy Drink Z 22,126.3,1.82,USA,18.8
Energy Drink S 96,178.9,3.92,UK,15.0
Energy Drink P 5,71.9,2.4,Canada,6.8
Energy Drink C 19,144.1,4.52,Japan,24.3
Energy Drink J 12,237.6,7.03,Japan,13.8
Energy Drink P 8,56.0,6.51,Canada,14.4
Energy Drink H 67,121.7,6.33,Germany,8.0
Energy Drink L 74,220.4,7.93,Germany,11.4
Energy Drink Y 47,122.6,9.71,Canada,10.9
Energy Drink J 84,231.8,4.88,Canada,18.8
Energy Drink T 95,113.4,3.17,Germany,17.1
Energy Drink N 68,277.0,8.64,UK,5.9
Energy Drink P 79,222.0,5.64,France,24.4
Energy Drink N 34,142.9,8.43,Germany,40.4
Energy Drink K 72,248.7,9.0,Canada,4.1
Energy Drink B 13,270.4,1.59,Japan,32.3
Energy Drink Z 67,271.3,6.24,South Korea,27.1
Energy Drink X 75,69.0,9.92,France,43.7
Energy Drink P 58,193.8,9.73,Japan,11.6
Energy Drink W 57,110.6,7.45,USA,44.1
Energy Drink C 74,204.0,5.41,Japan,22.4
Energy Drink U 2,213.2,7.9,USA,17.8
Energy Drink H 42,151.5,6.65,South Korea,41.2
Energy Drink R 56,118.5,7.48,Canada,26.8
Energy Drink J 61,163.0,4.77,USA,14.6
Energy Drink U 7,292.4,9.9,South Korea,36.9
Energy Drink G 87,159.8,9.57,UK,16.7
Energy Drink O 5,162.9,7.61,USA,47.6
Energy Drink S 74,117.8,3.2,USA,30.5
Energy Drink S 90,108.0,2.51,Germany,49.9
Energy Drink B 54,176.8,5.79,Germany,9.9
Energy Drink O 47,123.7,6.37,Germany,30.6
Energy Drink Z 20,289.5,3.29,South Korea,48.6
Energy Drink U 85,275.5,6.39,USA,18.9
Energy Drink B 8,212.8,3.03,USA,27.3
Energy Drink M 42,127.7,1.92,Germany,48.5
Energy Drink O 86,178.2,9.21,Germany,39.8
Energy Drink M 15,167.4,6.81,South Korea,11.5
Energy Drink N 25,241.2,8.81,Japan,33.2
Energy Drink R 17,244.7,2.21,Germany,27.9
Energy Drink T 29,192.4,7.65,South Korea,43.6
Energy Drink E 96,242.3,4.18,France,31.2
Energy Drink O 63,285.6,8.02,France,39.3
Energy Drink F 62,100.4,9.88,South Korea,27.9
Energy Drink R 31,56.6,1.69,Germany,3.3
Energy Drink S 94,110.1,3.18,UK,15.7
Energy Drink P 99,294.6,5.29,Japan,40.4
Energy Drink D 25,289.1,7.13,Canada,35.9
Energy Drink D 60,119.7,7.85,USA,43.0
Energy Drink X 42,51.9,5.05,France,49.0
Energy Drink F 28,213.5,8.63,USA,40.6
Energy Drink U 42,127.5,2.27,Canada,27.8
Energy Drink T 29,166.6,8.28,Japan,20.4
Energy Drink R 84,62.8,9.56,Germany,45.1
Energy Drink K 65,114.4,3.87,South Korea,38.4
Energy Drink X 84,287.9,4.99,France,21.7
Energy Drink K 24,213.5,1.76,Germany,23.3
Energy Drink Z 73,137.2,2.71,USA,27.8
Energy Drink Y 95,139.1,9.36,Germany,24.0
Energy Drink N 24,90.4,4.71,South Korea,33.8
Energy Drink D 86,207.9,7.01,UK,22.5
Energy Drink Q 54,64.9,5.39,Canada,23.1
Energy Drink B 86,283.9,6.5,Germany,30.3
Energy Drink H 79,207.9,3.33,Germany,44.0
Energy Drink C 61,68.6,2.34,Canada,43.8
Energy Drink L 21,82.8,3.27,UK,30.6
Energy Drink O 25,169.7,6.72,France,43.3
Energy Drink O 38,200.2,1.77,Japan,21.1
Energy Drink G 64,247.3,7.92,Japan,9.9
Energy Drink S 48,293.7,9.33,Germany,5.4
Energy Drink T 88,258.5,7.37,France,5.0
Energy Drink H 44,190.2,4.32,USA,18.9
Energy Drink L 19,98.5,7.74,South Korea,43.5
Energy Drink R 15,103.3,2.39,UK,17.0
Energy Drink K 39,260.1,5.29,South Korea,5.2
Energy Drink N 3,104.7,1.52,France,10.1
Energy Drink Q 61,294.4,6.62,Japan,32.3
Energy Drink H 8,192.5,2.64,South Korea,7.8
Energy Drink S 83,230.7,7.14,South Korea,4.7
Energy Drink W 21,166.2,4.63,Canada,29.6
Energy Drink U 14,178.0,1.33,UK,1.8
Energy Drink L 82,283.3,5.57,Canada,42.7
Energy Drink Q 33,217.1,3.2,Canada,23.8
Energy Drink E 16,110.1,1.04,France,8.4
Energy Drink L 13,131.7,1.36,South Korea,19.2
Energy Drink J 57,115.8,6.63,UK,26.4
Energy Drink W 59,97.3,4.83,Canada,43.4
Energy Drink U 3,95.5,2.0,South Korea,34.5
Energy Drink A 84,275.8,8.65,UK,2.4
Energy Drink V 8,123.5,1.81,Canada,7.6
Energy Drink N 15,156.9,5.36,France,22.7
Energy Drink W 62,83.4,5.27,USA,41.1
Energy Drink Y 22,73.7,7.17,France,10.9
Energy Drink Y 46,100.8,2.73,USA,45.1
Energy Drink O 23,221.7,8.95,Canada,47.0
Energy Drink A 9,149.8,3.26,South Korea,18.7
Energy Drink D 60,209.8,7.53,Canada,22.0
Energy Drink R 15,152.8,7.64,Germany,39.1
Energy Drink J 87,230.3,8.3,Germany,3.2
Energy Drink K 72,272.6,1.36,France,45.3
Energy Drink O 97,123.3,2.34,South Korea,37.3
Energy Drink U 63,294.0,6.86,Germany,29.7
Energy Drink K 25,284.7,8.42,UK,42.9
Energy Drink W 51,102.3,7.37,Germany,18.6
Energy Drink H 23,163.3,6.83,UK,6.5
Energy Drink D 33,280.6,2.55,South Korea,16.6
Energy Drink I 23,238.3,6.09,Germany,6.3
Energy Drink A 1,271.2,7.14,Japan,24.8
Energy Drink X 39,55.7,5.39,South Korea,5.5
Energy Drink Y 83,149.4,1.23,Japan,26.2
Energy Drink O 43,224.4,9.81,UK,26.1
Energy Drink C 48,300.0,3.5,South Korea,19.2
Energy Drink E 79,128.5,8.49,Germany,5.4
Energy Drink P 86,273.5,7.87,UK,11.2
Energy Drink X 42,165.7,6.0,South Korea,25.3
Energy Drink E 15,87.6,8.84,Japan,40.8
Energy Drink O 95,152.3,9.58,UK,9.1
Energy Drink F 75,102.2,4.9,South Korea,8.6
Energy Drink P 82,292.5,2.84,USA,20.6
Energy Drink Z 1,132.8,1.13,South Korea,1.3
Energy Drink R 89,237.9,7.19,South Korea,46.6
Energy Drink L 54,194.0,9.75,Germany,23.4
Energy Drink Z 55,109.8,9.66,South Korea,46.4
Energy Drink O 95,148.0,4.08,UK,23.8
Energy Drink J 33,99.2,2.45,South Korea,44.1
Energy Drink P 70,95.0,1.95,Japan,24.6
Energy Drink X 28,264.0,2.78,Japan,18.7
Energy Drink E 26,182.6,5.88,South Korea,41.5
Energy Drink V 25,63.0,1.86,Germany,38.9
Energy Drink G 56,76.8,1.26,Canada,44.8
Energy Drink W 71,114.6,9.73,Japan,36.6
Energy Drink Z 67,141.9,6.59,Japan,32.2
Energy Drink K 66,176.1,2.95,South Korea,42.8
Energy Drink Z 10,109.3,8.03,Germany,14.3
Energy Drink J 7,219.9,2.79,Canada,5.7
Energy Drink S 82,144.3,9.93,Germany,27.9
Energy Drink C 38,233.7,3.38,Germany,47.3
Energy Drink H 80,94.9,6.46,UK,45.7
Energy Drink C 20,116.3,6.65,Germany,45.5
Energy Drink B 86,140.5,9.78,Germany,46.3
Energy Drink O 12,69.3,8.75,Canada,47.4
Energy Drink C 17,256.3,9.97,Germany,2.8
Energy Drink F 45,58.8,6.5,USA,3.8
Energy Drink A 15,161.2,9.2,USA,14.8
Energy Drink R 26,113.8,5.67,Germany,21.5
Energy Drink W 43,173.0,2.43,Canada,9.2
Energy Drink F 47,70.7,5.07,France,46.0
Energy Drink K 26,90.2,7.69,Japan,43.2
Energy Drink X 36,180.6,9.8,Canada,34.4
Energy Drink P 54,68.0,4.4,Germany,5.3
Energy Drink L 76,220.7,9.45,Germany,3.5
Energy Drink X 8,160.8,5.84,South Korea,15.3
Energy Drink V 22,135.9,5.24,USA,24.9
Energy Drink B 62,180.9,5.19,Japan,25.2
Energy Drink U 47,90.5,9.95,Japan,11.9
Energy Drink S 57,155.7,6.73,Japan,25.7
Energy Drink I 29,126.7,3.08,USA,3.0
Energy Drink U 77,283.8,4.13,Japan,20.5
Energy Drink T 67,117.3,5.62,Japan,21.5
Energy Drink P 42,243.3,3.29,Canada,32.3
Energy Drink E 50,200.4,6.61,Canada,2.1
Energy Drink Y 86,188.5,5.31,Germany,49.3
Energy Drink M 39,138.6,1.9,Canada,28.0
Energy Drink V 53,73.3,7.47,Japan,9.5
Energy Drink X 97,233.7,8.81,Japan,10.7
Energy Drink W 45,73.8,2.52,USA,33.0
Energy Drink W 66,108.3,1.12,USA,24.8
Energy Drink F 67,227.3,9.17,UK,23.0
Energy Drink L 22,254.4,9.84,South Korea,23.4
Energy Drink L 2,287.7,5.25,UK,20.2
Energy Drink D 88,154.9,9.86,Germany,6.2
Energy Drink F 33,81.1,2.39,South Korea,19.2
Energy Drink Q 60,53.3,1.22,Germany,36.4
Energy Drink R 49,264.0,4.97,Japan,34.2
Energy Drink R 71,115.6,5.74,South Korea,28.9
Energy Drink K 98,250.3,2.17,Japan,17.7
Energy Drink S 72,250.1,1.58,Japan,8.7
Energy Drink O 4,113.2,9.66,USA,34.2
Energy Drink Y 66,134.8,9.11,Germany,24.5
Energy Drink N 73,249.6,1.48,Germany,26.9
Energy Drink A 62,148.6,1.4,UK,24.2
Energy Drink L 83,220.8,4.17,South Korea,26.6
Energy Drink M 29,105.3,7.32,South Korea,32.3
Energy Drink F 88,133.0,9.63,USA,44.1
Energy Drink O 92,175.5,7.77,Canada,7.4
Energy Drink G 70,268.2,6.51,France,18.6
Energy Drink R 49,66.6,10.0,Canada,35.9
Energy Drink U 73,185.4,6.36,Japan,27.2
Energy Drink L 93,253.4,1.76,USA,43.9
Energy Drink H 79,282.6,3.48,South Korea,5.4
Energy Drink Y 32,157.3,8.33,South Korea,18.0
Energy Drink L 45,243.7,1.24,South Korea,35.8
Energy Drink S 52,126.0,7.96,UK,3.8
Energy Drink W 69,236.2,1.71,France,39.2
Energy Drink J 47,245.6,8.71,South Korea,3.9
Energy Drink P 11,183.6,2.85,Japan,28.1
Energy Drink S 65,126.4,3.44,South Korea,34.0
Energy Drink M 62,80.2,1.32,UK,6.0
Energy Drink G 12,144.9,7.4,Germany,3.4
Energy Drink Z 85,235.2,8.26,France,28.8
Energy Drink U 59,291.7,8.23,South Korea,11.0
Energy Drink R 49,138.3,6.69,France,9.9
Energy Drink B 87,258.1,7.77,USA,23.2
Energy Drink D 15,64.5,8.98,UK,11.0
Energy Drink H 86,177.7,8.18,USA,46.9
Energy Drink S 28,230.0,2.24,South Korea,19.5
Energy Drink O 75,54.4,8.32,Japan,35.5
Energy Drink V 34,266.6,7.64,Canada,6.5
Energy Drink X 41,120.9,3.87,USA,29.6
Energy Drink U 35,97.7,3.34,Canada,38.3
Energy Drink Y 27,51.6,2.78,Canada,10.4
Energy Drink V 18,60.8,1.14,Germany,20.5
Energy Drink X 3,155.0,2.85,Germany,15.1
Energy Drink Q 46,206.5,4.95,Canada,7.0
Energy Drink T 15,203.2,5.58,Canada,12.3
Energy Drink N 72,75.4,6.29,Canada,41.6
Energy Drink Z 79,55.2,1.17,Japan,24.1
Energy Drink A 11,179.3,6.12,UK,31.1
Energy Drink K 53,294.5,9.27,USA,40.3
Energy Drink F 91,77.5,1.28,France,16.8
Energy Drink M 9,265.2,1.65,USA,1.0
Energy Drink L 86,257.6,2.79,UK,45.7
Energy Drink G 77,89.5,2.0,Canada,8.4
Energy Drink Q 53,273.5,2.14,USA,45.9
Energy Drink Z 93,243.0,4.79,South Korea,19.0
Energy Drink K 9,136.6,9.69,Germany,44.9
Energy Drink N 93,87.8,5.84,France,14.0
Energy Drink K 22,248.9,8.23,UK,23.4
Energy Drink W 84,211.8,3.9,Japan,29.2
Energy Drink N 92,64.6,5.35,Japan,45.4
Energy Drink D 22,114.8,3.36,Germany,19.6
Energy Drink Q 51,82.2,1.86,France,16.6
Energy Drink H 11,105.3,7.49,Germany,41.5
Energy Drink E 21,178.1,9.69,Canada,34.9
Energy Drink Z 82,189.0,7.73,France,30.2
Energy Drink F 93,60.3,1.64,Japan,38.9
Energy Drink L 5,118.2,7.03,USA,40.8
Energy Drink Y 85,157.9,8.37,USA,32.3
Energy Drink F 25,73.6,1.13,Japan,24.9
Energy Drink Y 79,232.3,1.09,UK,19.9
Energy Drink E 66,63.3,9.19,USA,3.6
Energy Drink U 74,296.7,4.23,South Korea,21.8
Energy Drink O 81,239.3,9.51,Canada,32.6
Energy Drink D 25,81.2,6.15,USA,28.0
Energy Drink N 76,144.5,6.14,France,16.4
Energy Drink S 22,120.8,8.02,USA,5.9
Energy Drink Q 55,80.1,9.04,Japan,35.0
Energy Drink W 61,141.4,6.22,France,31.1
Energy Drink L 47,209.7,8.3,USA,37.7
Energy Drink R 95,56.8,6.27,UK,41.9
Energy Drink M 62,101.3,2.27,UK,7.7
Energy Drink E 62,273.2,9.8,Japan,33.4
Energy Drink U 36,170.9,5.15,Germany,21.3
Energy Drink S 92,94.2,9.62,Canada,44.6
Energy Drink F 72,111.6,8.67,Japan,47.0
Energy Drink S 14,263.4,3.06,South Korea,23.2
Energy Drink F 10,213.8,2.18,South Korea,14.3
Energy Drink U 10,221.4,5.91,UK,7.5
Energy Drink J 27,274.7,5.01,UK,21.9
Energy Drink F 23,251.3,1.43,South Korea,33.7
Energy Drink R 38,163.5,1.47,South Korea,16.7
Energy Drink Z 90,75.8,7.0,USA,44.9
Energy Drink A 22,134.8,2.65,UK,25.2
Energy Drink Q 34,144.3,2.85,Canada,6.6
Energy Drink J 84,166.2,4.15,France,27.0
Energy Drink G 71,227.9,4.88,Germany,37.5
Energy Drink D 79,132.9,4.95,South Korea,45.0
Energy Drink V 94,65.1,8.56,France,3.1
Energy Drink P 96,263.6,1.88,France,18.2
Energy Drink B 1,67.8,9.69,USA,26.3
Energy Drink X 86,198.7,6.99,France,21.5
Energy Drink T 64,138.0,1.76,South Korea,13.5
Energy Drink Q 17,107.7,7.09,USA,12.6
Energy Drink L 45,86.0,6.89,France,34.2
Energy Drink H 2,163.8,8.09,UK,7.1
Energy Drink H 87,200.7,8.55,France,16.9
Energy Drink X 98,185.4,2.55,Canada,3.9
Energy Drink O 31,219.2,4.66,UK,19.0
Energy Drink H 32,210.4,1.83,France,29.7
Energy Drink U 46,155.8,4.14,France,33.7
Energy Drink N 50,215.0,3.89,Germany,33.0
Energy Drink M 96,288.4,7.32,Canada,4.6
Energy Drink S 2,149.3,7.02,Germany,15.9
Energy Drink D 64,192.9,4.38,Canada,8.8
Energy Drink F 52,237.1,8.85,Japan,2.9
Energy Drink P 57,197.4,6.27,UK,48.0
Energy Drink V 94,197.6,6.59,USA,21.4
Energy Drink X 84,148.5,6.3,UK,26.4
Energy Drink C 76,193.5,4.83,Germany,43.9
Energy Drink Q 3,58.7,8.04,UK,25.9
Energy Drink L 10,252.7,8.75,UK,46.3
Energy Drink A 91,102.1,6.52,South Korea,3.3
Energy Drink Q 34,221.7,2.37,Canada,22.6
Energy Drink S 96,155.8,1.92,USA,28.8
Energy Drink N 32,230.3,1.43,Germany,22.0
Energy Drink B 74,84.4,6.96,Canada,21.3
Energy Drink G 79,116.9,4.86,France,7.3
Energy Drink V 15,89.6,3.17,France,1.1
Energy Drink X 52,159.5,9.02,Germany,24.4
Energy Drink L 52,143.9,9.77,Canada,5.1
Energy Drink C 93,185.5,1.32,South Korea,28.7
Energy Drink B 87,238.2,3.71,USA,22.2
Energy Drink Z 1,222.4,3.68,South Korea,26.2
Energy Drink C 24,91.5,4.75,France,12.2
Energy Drink H 96,299.6,4.14,Germany,7.7
Energy Drink I 64,164.6,5.08,Germany,11.7
Energy Drink S 93,194.9,1.44,UK,3.3
Energy Drink F 56,195.3,6.55,Japan,34.4
Energy Drink B 37,127.9,2.54,Canada,28.1
Energy Drink B 88,263.0,1.59,Japan,35.3
Energy Drink Z 92,118.4,1.38,Canada,23.1
Energy Drink F 18,180.9,2.48,USA,48.4
Energy Drink X 85,115.8,3.16,France,36.7
Energy Drink J 43,59.2,5.25,France,7.5
Energy Drink A 94,217.6,6.13,France,47.5
Energy Drink C 53,260.0,8.27,USA,27.9
Energy Drink B 89,181.3,5.1,Germany,15.6
Energy Drink T 31,252.8,6.63,France,47.1
Energy Drink C 87,171.3,8.29,USA,33.4
Energy Drink T 34,232.9,3.86,South Korea,8.1
Energy Drink M 36,262.1,2.35,South Korea,30.6
Energy Drink X 19,267.1,4.64,Japan,41.1
Energy Drink Q 58,195.1,7.47,UK,45.7
Energy Drink J 90,164.6,4.65,Canada,23.1
Energy Drink V 94,107.8,4.71,Germany,28.8
Energy Drink H 47,176.6,9.06,UK,12.4
Energy Drink G 98,299.0,9.97,South Korea,25.5
Energy Drink W 83,131.7,3.81,France,16.0
Energy Drink Z 58,223.2,6.62,UK,28.4
Energy Drink D 97,192.2,7.04,South Korea,1.5
Energy Drink L 29,150.1,7.65,USA,46.1
Energy Drink U 40,200.6,8.26,Canada,26.7
Energy Drink Z 86,226.2,1.84,Germany,31.8
Energy Drink S 51,203.3,5.02,UK,47.3
Energy Drink C 46,187.3,8.27,Japan,3.1
Energy Drink V 28,67.6,5.03,Canada,8.8
Energy Drink Q 61,92.6,4.04,France,29.9
Energy Drink F 54,292.6,8.63,France,21.3
Energy Drink M 32,119.6,1.49,Japan,2.7
Energy Drink I 76,204.5,5.53,Germany,6.7
Energy Drink Y 43,163.1,5.59,Canada,33.9
Energy Drink D 80,101.0,5.3,Japan,8.2
Energy Drink L 32,115.8,8.36,South Korea,48.8
Energy Drink P 16,178.3,7.29,Canada,4.8
Energy Drink O 65,91.4,6.89,Canada,24.2
Energy Drink K 88,75.7,9.01,Germany,37.1
Energy Drink U 19,84.1,7.98,USA,43.4
Energy Drink L 86,172.7,5.52,Germany,29.4
Energy Drink L 82,177.3,9.67,Canada,24.5
Energy Drink P 60,117.9,5.19,South Korea,28.1
Energy Drink J 49,289.6,8.95,Japan,29.4
Energy Drink D 7,168.0,4.5,South Korea,8.2
Energy Drink M 48,107.8,8.54,USA,46.4
Energy Drink L 58,101.3,1.05,Canada,27.3
Energy Drink H 24,274.5,2.26,France,19.5
Energy Drink U 92,201.4,4.16,Canada,9.8
Energy Drink U 30,124.5,3.39,South Korea,17.0
Energy Drink D 56,131.2,5.86,Japan,14.0
Energy Drink B 89,111.9,6.68,Japan,16.3
Energy Drink E 59,231.5,9.27,South Korea,41.7
Energy Drink U 86,103.9,4.72,Japan,24.0
Energy Drink U 13,68.0,2.61,France,25.4
Energy Drink N 15,217.7,5.5,Canada,8.2
Energy Drink E 79,205.5,8.69,USA,34.6
Energy Drink L 67,191.4,2.53,France,3.6
Energy Drink A 53,145.0,9.79,Germany,41.0
Energy Drink I 70,255.0,2.14,Japan,14.4
Energy Drink G 16,221.6,2.15,UK,32.4
Energy Drink J 21,291.2,6.35,Japan,18.0
Energy Drink N 41,172.4,1.91,Canada,30.9
Energy Drink C 51,149.6,7.95,France,36.5
Energy Drink N 85,61.4,3.12,Japan,23.5
Energy Drink W 65,130.8,7.14,Canada,7.5
Energy Drink D 86,138.2,9.08,USA,21.4
Energy Drink G 44,77.0,3.75,Germany,21.4
Energy Drink R 75,250.8,5.02,Canada,37.3
Energy Drink Q 64,150.4,2.46,South Korea,48.1
Energy Drink D 74,224.4,2.76,South Korea,0.7
Energy Drink V 58,122.6,6.39,France,21.1
Energy Drink A 96,75.3,5.74,USA,25.2
Energy Drink H 1,152.1,9.46,France,35.7
Energy Drink G 71,288.6,6.6,USA,8.5
Energy Drink T 10,181.4,1.19,Japan,39.2
Energy Drink D 78,68.7,1.29,USA,40.9
Energy Drink G 10,91.8,4.97,Germany,31.3
Energy Drink V 64,272.5,4.03,UK,41.7
Energy Drink N 8,108.9,7.62,USA,30.1
Energy Drink T 1,169.6,9.98,UK,0.1
Energy Drink W 12,65.2,9.74,UK,49.3
Energy Drink E 64,93.1,7.53,Germany,44.8
Energy Drink C 55,156.9,2.32,South Korea,48.9
Energy Drink N 45,276.4,8.09,UK,23.7
Energy Drink I 19,82.9,8.94,France,1.1
Energy Drink R 20,212.2,3.79,France,6.9
Energy Drink H 93,66.1,4.45,UK,16.3
Energy Drink B 29,199.7,5.87,South Korea,33.2
Energy Drink W 83,118.1,6.79,Canada,27.1
Energy Drink G 9,203.7,2.51,USA,30.9
Energy Drink C 25,194.2,7.38,UK,49.9
Energy Drink Y 65,263.4,3.66,Germany,18.8
Energy Drink V 39,227.2,4.33,Canada,1.1
Energy Drink S 9,140.1,9.65,France,49.7
Energy Drink Z 76,282.9,4.93,USA,34.2
Energy Drink Y 73,137.0,2.18,Germany,31.5
Energy Drink E 74,93.9,9.01,Japan,32.0
Energy Drink X 65,99.3,8.26,South Korea,41.8
Energy Drink E 6,80.3,3.89,South Korea,23.9
Energy Drink W 34,78.5,6.59,Japan,25.3
Energy Drink Q 34,297.9,4.41,Japan,30.1
Energy Drink H 95,75.8,2.9,USA,42.2
Energy Drink R 11,164.7,6.56,France,21.3
Energy Drink O 69,66.0,8.01,Japan,35.6
Energy Drink X 71,285.8,1.29,UK,2.9
Energy Drink A 36,127.8,1.64,Japan,43.5
Energy Drink B 86,120.7,9.44,Germany,13.6
Energy Drink U 20,260.2,6.27,UK,2.0
Energy Drink Q 70,159.4,2.52,France,44.0
Energy Drink L 29,238.0,4.61,France,6.0
Energy Drink A 89,160.9,6.8,Canada,28.5
Energy Drink F 79,233.7,6.03,Canada,40.0
Energy Drink O 12,149.6,7.88,Canada,20.0
Energy Drink T 18,105.1,7.4,USA,20.7
Energy Drink Z 40,59.2,4.19,France,26.6
Energy Drink T 32,258.2,4.2,UK,41.4
Energy Drink I 46,214.9,9.38,Canada,2.0
Energy Drink X 76,76.0,1.19,UK,26.1
Energy Drink F 23,291.1,2.28,Canada,27.9
Energy Drink N 35,163.6,1.32,Germany,1.0
Energy Drink Q 72,260.8,1.57,Canada,33.9
Energy Drink B 67,145.0,6.15,France,20.7
Energy Drink O 49,298.9,3.16,Germany,49.8
Energy Drink Z 88,62.7,9.45,South Korea,32.5
Energy Drink I 67,180.6,3.88,USA,32.6
Energy Drink K 78,99.7,3.9,USA,17.0
Energy Drink H 52,233.5,7.09,USA,46.5
Energy Drink R 14,162.1,6.32,Canada,39.2
Energy Drink O 98,112.0,2.98,UK,29.8
Energy Drink O 51,198.4,7.65,Japan,29.3
Energy Drink R 99,72.3,8.72,USA,19.6
Energy Drink W 5,198.4,2.92,Japan,48.8
Energy Drink Y 26,234.0,1.98,Japan,49.5
Energy Drink O 53,108.5,8.83,South Korea,3.8
Energy Drink B 47,53.4,9.83,Japan,43.3
Energy Drink Z 23,271.3,7.73,France,11.6
Energy Drink W 43,244.2,2.35,Germany,19.2
Energy Drink R 42,211.5,2.03,Japan,13.6
Energy Drink L 62,254.4,4.61,South Korea,23.6
Energy Drink H 48,64.8,2.87,Germany,16.7
Energy Drink F 85,242.5,8.97,UK,14.0
Energy Drink Z 39,287.8,5.2,France,3.3
Energy Drink L 6,155.6,5.56,UK,28.4
Energy Drink T 13,256.6,2.88,South Korea,7.6
Energy Drink Z 10,209.4,6.57,France,42.0
Energy Drink H 64,230.3,8.37,Japan,35.8
Energy Drink D 52,225.2,1.81,South Korea,31.6
Energy Drink P 20,138.4,5.91,Japan,4.8
Energy Drink X 27,252.3,5.54,USA,47.5
Energy Drink S 99,139.9,3.04,Canada,13.7
Energy Drink Z 82,237.8,8.58,UK,48.1
Energy Drink L 26,122.0,9.49,France,42.0
Energy Drink M 44,129.6,2.38,Canada,42.4
Energy Drink S 69,197.1,3.97,Germany,3.6
Energy Drink C 24,241.2,1.94,UK,39.5
Energy Drink W 11,257.0,1.73,France,17.3
Energy Drink K 61,184.6,1.59,UK,23.6
Energy Drink C 77,108.9,6.97,Canada,16.6
Energy Drink R 22,96.2,3.4,Canada,10.2
Energy Drink P 78,244.7,2.13,France,42.5
Energy Drink D 32,163.7,1.5,USA,11.3
Energy Drink L 52,76.4,3.27,France,16.8
Energy Drink N 30,293.8,6.31,UK,36.7
Energy Drink B 37,191.5,9.58,UK,19.0
Energy Drink I 29,92.3,1.02,France,26.8
Energy Drink B 39,88.7,5.18,USA,39.7
Energy Drink A 90,98.4,2.6,France,36.2
Energy Drink C 56,176.3,6.71,Canada,21.0
Energy Drink X 86,277.2,2.19,Japan,7.2
Energy Drink R 24,274.3,4.8,UK,47.0
Energy Drink G 6,195.0,4.13,France,0.5
Energy Drink B 49,161.5,2.06,Germany,42.7
Energy Drink F 57,210.8,1.81,Germany,40.3
Energy Drink R 23,121.9,8.56,UK,0.4
Energy Drink J 16,177.5,6.81,USA,17.1
Energy Drink N 18,91.3,1.69,France,25.6
Energy Drink X 99,73.8,7.76,UK,37.4
Energy Drink K 66,223.4,7.44,Japan,27.0
Energy Drink R 40,239.5,1.79,Germany,21.3
Energy Drink H 81,101.6,2.61,USA,12.1
Energy Drink L 56,150.2,1.77,UK,49.8
Energy Drink I 46,196.3,5.79,UK,26.2
Energy Drink U 38,125.4,2.96,UK,47.8
Energy Drink M 35,149.5,3.12,USA,25.8
Energy Drink B 84,161.9,8.73,France,6.9
Energy Drink X 26,284.5,2.83,South Korea,18.9
Energy Drink E 82,110.1,3.95,Canada,14.1
Energy Drink N 28,57.6,7.58,France,7.7
Energy Drink D 42,195.4,2.29,France,28.7
Energy Drink F 89,265.5,6.43,UK,7.6
Energy Drink Z 46,247.5,6.2,USA,36.5
Energy Drink J 75,170.6,9.61,USA,1.8
Energy Drink O 78,129.6,6.14,Canada,47.2
Energy Drink R 35,284.3,9.9,USA,11.8
Energy Drink S 88,289.9,2.37,Germany,17.7
Energy Drink H 37,68.5,2.89,UK,37.1
Energy Drink R 9,93.2,7.27,Japan,35.4
Energy Drink R 66,173.7,6.49,Japan,11.0
Energy Drink T 100,222.5,1.25,USA,25.8
Energy Drink B 93,124.4,4.83,Germany,10.2
Energy Drink N 58,208.9,1.44,Germany,10.8
Energy Drink E 3,85.2,7.41,UK,31.2
Energy Drink A 9,154.0,1.69,Canada,37.6
Energy Drink W 38,278.2,9.85,UK,41.5
Energy Drink E 36,232.6,7.15,UK,46.2
Energy Drink P 27,78.3,9.42,South Korea,29.8
Energy Drink X 12,62.0,5.48,France,35.2
Energy Drink B 16,81.5,5.69,USA,34.1
Energy Drink F 99,74.6,1.52,Canada,48.1
Energy Drink V 46,146.6,4.51,France,25.6
Energy Drink E 100,100.8,1.65,UK,8.3
Energy Drink D 49,82.2,3.35,South Korea,49.7
Energy Drink T 92,228.7,1.58,UK,15.5
Energy Drink M 25,246.1,5.06,France,49.5
Energy Drink A 45,222.2,5.09,France,44.9
Energy Drink C 48,173.8,4.5,South Korea,30.6
Energy Drink Y 34,131.1,9.44,France,47.3
Energy Drink N 100,77.7,7.37,Canada,14.6
Energy Drink A 66,139.2,5.52,Japan,34.8
Energy Drink R 97,170.3,6.45,Canada,3.3
Energy Drink O 18,220.3,6.58,Canada,14.2
Energy Drink Q 62,243.5,6.87,South Korea,37.9
Energy Drink K 3,70.6,9.19,Germany,35.8
