Product_Name,Caffeine_Content_mg,Price_USD,Country,Sugar_Content_g,product_id
Energy Drink O 41,194.6,2.37,USA,0.7,474
Energy Drink Z 30,167.1,9.47,Germany,34.1,1548
Energy Drink G 14,184.9,8.85,UK,24.0,2168
Energy Drink B 43,285.2,2.06,South Korea,13.6,1073
Energy Drink G 23,90.0,7.98,Canada,12.2,1828
Energy Drink O 75,83.5,3.82,South Korea,4.0,3740
Energy Drink L 4,142.5,4.88,Canada,6.1,3004
Energy Drink W 68,88.7,8.69,Germany,17.0,435
Energy Drink O 64,187.8,7.18,South Korea,9.5,2000
Energy Drink S 31,77.0,2.11,UK,6.9,1002
Energy Drink S 34,181.6,1.28,Canada,26.6,1176
Energy Drink H 51,156.8,4.18,Canada,41.7,772
Energy Drink H 3,79.9,8.49,Canada,43.4,561
Energy Drink M 29,261.5,6.46,Germany,39.4,2322
Energy Drink D 34,179.9,2.93,USA,43.2,1279
Energy Drink A 94,246.4,3.62,Canada,29.5,3794
Energy Drink X 96,255.9,3.56,Japan,0.6,298
Energy Drink U 28,153.4,7.4,Germany,22.4,1853
Energy Drink I 51,72.9,8.26,Germany,36.0,2762
Energy Drink S 99,212.8,3.6,Germany,29.9,3867
Energy Drink K 23,279.8,7.2,Canada,22.1,28
Energy Drink H 60,241.5,7.74,Japan,4.4,2653
Energy Drink V 47,172.3,5.97,Canada,40.8,2051
Energy Drink B 81,85.5,1.21,Germany,28.5,581
Energy Drink I 27,113.3,8.27,Japan,20.7,1557
Energy Drink V 88,56.8,7.09,South Korea,31.4,68
Energy Drink A 28,271.2,6.89,Japan,23.7,1950
Energy Drink V 7,248.3,3.78,France,1.6,1895
Energy Drink T 60,288.3,3.16,Germany,10.6,3183
Energy Drink F 99,142.3,2.49,Canada,24.4,1568
Energy Drink S 48,287.3,8.67,Canada,42.5,1360
Energy Drink W 100,63.2,9.79,Canada,22.6,890
Energy Drink M 51,248.9,7.72,Germany,1.7,1069
Energy Drink X 7,262.5,8.26,France,19.5,279
Energy Drink R 72,291.0,5.99,Japan,13.1,151
Energy Drink U 48,82.1,5.98,UK,19.1,1553
Energy Drink Q 39,144.8,6.64,USA,39.3,833
Energy Drink N 31,172.6,2.87,South Korea,33.7,573
Energy Drink Y 99,268.0,9.87,Japan,28.5,3098
Energy Drink S 35,113.0,7.83,France,15.7,1377
Energy Drink K 93,84.6,4.54,Germany,25.9,1021
Energy Drink O 29,149.7,9.32,Germany,35.3,1137
Energy Drink F 31,242.4,9.33,Germany,9.9,2589
Energy Drink L 5,297.4,1.18,Germany,10.9,948
Energy Drink X 25,96.6,3.63,USA,14.0,3152
Energy Drink S 92,230.0,6.95,UK,36.2,126
Energy Drink F 21,64.8,9.2,South Korea,46.7,1395
Energy Drink V 25,253.7,3.1,Japan,7.9,235
Energy Drink P 12,249.1,9.49,Japan,5.8,856
Energy Drink C 85,273.7,5.02,Germany,48.7,3756
Energy Drink P 53,291.6,1.36,Japan,42.4,1948
Energy Drink D 14,249.9,4.94,USA,10.7,1931
Energy Drink P 78,111.5,9.76,Germany,10.9,302
Energy Drink V 58,54.7,4.11,Japan,1.6,3760
Energy Drink B 37,75.7,1.21,USA,34.7,2423
Energy Drink O 22,202.6,6.76,France,14.8,3016
Energy Drink C 68,166.3,5.17,Japan,8.7,1236
Energy Drink P 91,250.3,3.78,UK,17.3,858
Energy Drink L 30,211.9,8.57,France,6.1,2721
Energy Drink P 36,88.1,9.11,Japan,26.6,1078
Energy Drink Z 30,260.5,5.21,Canada,37.8,2019
Energy Drink T 76,151.5,1.6,South Korea,10.9,453
Energy Drink I 48,81.2,1.73,Canada,47.2,1299
Energy Drink O 70,206.2,4.24,USA,16.1,3544
Energy Drink C 94,187.2,4.67,France,36.7,2529
Energy Drink O 33,255.5,4.05,Japan,6.6,751
Energy Drink X 80,172.3,5.15,UK,49.8,2086
Energy Drink U 83,250.6,7.01,France,10.4,719
Energy Drink D 15,157.4,7.62,South Korea,19.4,2828
Energy Drink R 16,91.5,4.84,Japan,13.8,670
Energy Drink L 15,138.6,2.67,Canada,31.2,1036
Energy Drink I 49,296.2,7.17,South Korea,10.7,2354
Energy Drink R 82,208.5,2.64,Canada,41.1,2942
Energy Drink Q 99,224.4,3.1,Germany,49.8,2374
Energy Drink Y 24,271.0,7.4,Germany,6.1,3384
Energy Drink G 70,202.8,6.46,USA,27.5,3177
Energy Drink V 94,288.0,4.45,Japan,35.7,3161
Energy Drink U 16,148.3,5.26,Canada,23.1,3807
Energy Drink A 36,65.0,6.93,Canada,47.5,2267
Energy Drink E 70,163.6,8.58,France,17.7,473
Energy Drink E 24,187.0,7.38,South Korea,8.7,10
Energy Drink L 63,76.1,4.4,France,45.4,323
Energy Drink F 95,191.1,6.6,UK,40.7,222
Energy Drink F 12,251.4,8.16,USA,6.4,532
Energy Drink B 65,185.0,1.42,South Korea,49.1,987
Energy Drink B 49,179.7,6.65,South Korea,47.0,1404
Energy Drink J 29,178.2,6.35,Japan,36.1,1666
Energy Drink O 91,126.3,8.84,Japan,8.3,736
Energy Drink W 59,163.9,2.13,UK,5.7,1796
Energy Drink N 87,263.2,6.15,South Korea,40.1,1838
Energy Drink O 58,258.0,8.14,UK,45.2,2921
Energy Drink L 2,281.6,4.56,France,9.7,3396
Energy Drink M 75,182.8,5.88,South Korea,21.5,1455
Energy Drink I 4,126.2,3.34,Canada,45.8,3412
Energy Drink J 98,189.8,9.97,Germany,29.1,2099
Energy Drink U 16,83.7,3.03,Japan,32.4,3283
Energy Drink X 58,84.0,6.4,Canada,4.3,1162
Energy Drink B 58,227.1,7.34,USA,42.4,2464
Energy Drink I 34,86.2,7.87,France,14.7,3573
Energy Drink X 51,275.0,7.02,UK,10.3,541
Energy Drink K 24,98.4,1.2,Germany,28.6,2515
Energy Drink H 49,153.2,2.57,UK,37.1,2039
Energy Drink D 77,204.2,7.94,South Korea,1.6,3320
Energy Drink G 64,165.3,6.68,UK,24.8,267
Energy Drink G 83,261.9,5.78,UK,12.1,3433
Energy Drink B 34,70.4,1.48,France,29.9,3178
Energy Drink F 71,243.1,4.91,Germany,27.1,3332
Energy Drink D 9,265.4,5.78,UK,44.6,1248
Energy Drink K 40,99.1,4.18,UK,42.4,1807
Energy Drink X 26,190.7,4.24,France,17.6,1106
Energy Drink Q 6,146.7,1.13,USA,27.9,1699
Energy Drink P 68,117.1,6.06,Germany,39.0,3062
Energy Drink Q 30,120.4,2.81,UK,29.3,1570
Energy Drink K 14,136.0,9.18,South Korea,44.3,3575
Energy Drink G 65,218.8,2.38,Germany,42.8,2510
Energy Drink V 66,164.0,4.55,Japan,13.5,3899
Energy Drink J 64,277.9,1.67,Germany,26.3,1154
Energy Drink A 71,256.1,2.82,USA,41.9,158
Energy Drink C 70,294.7,2.44,Germany,5.9,3427
Energy Drink T 19,109.8,2.01,Germany,15.8,1172
Energy Drink J 20,120.4,1.34,Japan,35.8,2453
Energy Drink M 88,208.5,6.21,USA,25.7,807
Energy Drink L 93,130.3,1.48,Japan,43.2,1156
Energy Drink O 29,116.1,4.85,Japan,45.2,1705
Energy Drink C 7,75.9,9.95,France,24.8,2802
Energy Drink K 55,169.3,9.27,USA,2.3,3777
Energy Drink L 17,288.7,5.1,Japan,18.1,910
Energy Drink K 25,237.3,6.06,UK,48.7,489
Energy Drink J 47,231.4,8.29,Germany,36.8,1057
Energy Drink Q 15,150.8,2.66,Japan,49.2,1559
Energy Drink Z 15,145.3,5.22,UK,18.9,942
Energy Drink K 47,184.7,6.69,Japan,37.3,2035
Energy Drink O 63,139.0,6.64,Germany,34.4,2820
Energy Drink A 5,222.4,8.12,UK,32.8,1589
Energy Drink S 99,133.4,8.9,Germany,49.9,947
Energy Drink P 90,71.9,3.79,UK,23.3,90
Energy Drink P 40,254.0,2.9,Canada,36.2,3733
Energy Drink A 39,101.3,1.44,Germany,45.5,648
Energy Drink C 42,209.4,4.03,UK,15.5,749
Energy Drink E 68,292.3,5.06,UK,27.8,3411
Energy Drink J 43,292.9,1.84,UK,8.1,511
Energy Drink B 40,120.8,6.22,South Korea,48.1,830
Energy Drink I 83,281.5,5.52,Canada,29.4,1479
Energy Drink N 97,158.6,2.85,UK,41.5,2686
Energy Drink U 61,139.6,9.14,France,3.4,3659
Energy Drink D 14,78.0,9.48,USA,33.5,1344
Energy Drink N 55,266.1,1.45,France,31.1,629
Energy Drink W 43,266.4,1.44,Japan,19.2,1715
Energy Drink B 70,239.5,9.27,Japan,48.7,2027
Energy Drink N 3,99.4,2.68,USA,27.0,3023
Energy Drink V 94,274.4,7.44,Japan,37.4,3474
Energy Drink T 76,172.7,3.71,USA,19.1,2404
Energy Drink M 79,108.9,3.29,UK,31.2,3863
Energy Drink W 91,51.7,8.22,Germany,7.2,1102
Energy Drink V 90,272.6,5.68,Germany,8.3,3542
Energy Drink I 5,58.4,8.35,Japan,31.9,177
Energy Drink K 74,54.5,7.13,USA,18.3,3409
Energy Drink D 28,90.4,3.21,Germany,18.2,537
Energy Drink K 20,162.2,6.85,Japan,3.9,488
Energy Drink K 16,71.7,4.17,Canada,4.7,2679
Energy Drink I 32,118.6,1.82,UK,35.2,69
Energy Drink Q 27,63.1,9.69,Germany,26.1,1091
Energy Drink D 71,227.9,2.41,France,2.1,2174
Energy Drink W 63,177.4,4.92,USA,42.0,1442
Energy Drink C 90,135.2,7.79,USA,17.0,2301
Energy Drink O 26,218.6,8.25,Canada,18.4,3759
Energy Drink K 36,103.6,8.84,Germany,25.8,1662
Energy Drink F 71,55.2,3.62,France,18.6,622
Energy Drink G 1,294.7,1.31,Canada,3.6,2989
Energy Drink Q 78,215.0,7.45,France,13.1,1582
Energy Drink U 9,235.8,7.85,Japan,16.2,3077
Energy Drink C 66,216.7,4.16,USA,15.7,624
Energy Drink X 84,292.4,7.84,USA,8.7,970
Energy Drink C 75,134.1,3.37,USA,13.1,244
Energy Drink L 95,188.7,7.12,Canada,27.2,59
Energy Drink E 96,271.2,2.95,UK,28.2,1602
Energy Drink O 3,286.5,7.22,Japan,11.2,1957
Energy Drink D 71,211.2,4.83,USA,32.6,527
Energy Drink K 26,127.5,8.91,South Korea,28.0,2016
Energy Drink T 30,285.0,9.63,Japan,31.3,1445
Energy Drink D 89,260.2,2.13,USA,22.1,1954
Energy Drink D 23,263.7,8.51,USA,0.7,986
Energy Drink B 59,132.9,5.55,South Korea,46.9,1257
Energy Drink M 81,209.7,9.83,France,4.9,3772
Energy Drink M 20,274.0,2.58,USA,37.4,2632
Energy Drink Y 37,152.2,4.0,Japan,35.6,1263
Energy Drink P 93,51.1,5.19,Germany,40.5,2473
Energy Drink Z 60,241.7,7.69,Germany,48.2,1260
Energy Drink V 54,240.2,8.08,South Korea,31.6,1003
Energy Drink N 79,69.0,9.92,USA,36.8,2154
Energy Drink J 73,69.7,2.76,UK,17.2,1987
Energy Drink U 54,138.2,2.81,Canada,2.5,288
Energy Drink V 63,58.8,5.6,Japan,15.9,1692
Energy Drink M 54,127.6,7.65,Canada,25.8,2062
Energy Drink R 90,84.9,7.65,UK,12.7,3689
Energy Drink G 40,297.7,1.44,South Korea,9.3,2467
Energy Drink L 7,132.0,8.36,Japan,42.5,784
Energy Drink R 36,152.4,9.97,Germany,41.0,388
Energy Drink L 86,201.9,5.46,South Korea,26.0,2597
Energy Drink R 31,275.2,6.18,France,36.6,2798
Energy Drink D 75,289.8,8.03,France,43.6,1571
Energy Drink M 6,169.7,8.11,USA,28.1,1535
Energy Drink N 63,174.8,4.78,Japan,29.3,3762
Energy Drink V 26,241.0,8.21,Canada,28.7,509
Energy Drink L 3,246.1,3.48,UK,34.1,2985
Energy Drink E 92,76.5,3.11,Japan,46.3,3479
Energy Drink B 11,285.7,7.85,Germany,4.7,166
Energy Drink I 28,101.0,8.35,South Korea,9.4,2194
Energy Drink R 15,268.4,6.16,South Korea,46.1,2548
Energy Drink T 7,137.9,4.68,Canada,29.5,289
Energy Drink P 27,60.1,4.01,Japan,48.3,1452
Energy Drink Q 42,187.6,9.59,UK,21.8,1056
Energy Drink W 43,139.7,9.43,Germany,48.5,444
Energy Drink F 41,153.4,7.27,France,29.5,3245
Energy Drink C 13,289.2,6.29,Japan,7.6,1147
Energy Drink X 63,98.1,8.84,UK,18.5,2250
Energy Drink D 35,266.8,1.43,USA,20.9,792
Energy Drink C 19,161.3,4.53,UK,29.2,3826
Energy Drink O 33,177.0,3.22,Japan,32.7,3124
Energy Drink X 32,179.8,3.89,Japan,46.0,425
Energy Drink P 75,259.8,4.24,South Korea,15.0,3034
Energy Drink G 29,199.0,6.26,Germany,15.6,2207
Energy Drink Y 76,192.4,9.61,France,23.0,3160
Energy Drink O 37,111.1,2.72,South Korea,39.0,307
Energy Drink V 35,195.6,5.09,Japan,20.4,3154
Energy Drink T 25,230.6,1.91,Canada,2.2,3221
Energy Drink A 70,246.7,7.99,South Korea,8.9,2997
Energy Drink A 60,254.6,2.18,Japan,49.4,14
Energy Drink S 67,196.9,2.81,France,47.2,247
Energy Drink X 5,129.6,3.22,France,24.7,3886
Energy Drink V 45,246.3,1.38,South Korea,14.1,1466
Energy Drink I 81,107.0,5.77,Canada,16.6,1635
Energy Drink O 35,258.1,2.61,Japan,21.2,2021
Energy Drink H 26,183.2,7.59,Japan,3.7,1641
Energy Drink D 87,214.9,9.81,Germany,3.9,852
Energy Drink R 94,70.5,9.33,Canada,12.7,475
Energy Drink N 82,283.3,4.09,France,46.5,3133
Energy Drink N 14,262.3,1.2,South Korea,47.7,666
Energy Drink Z 5,51.1,5.41,Germany,12.0,243
Energy Drink P 85,181.7,8.95,France,43.9,2006
Energy Drink E 8,291.7,5.64,USA,19.5,748
Energy Drink J 99,66.0,4.53,Canada,11.0,1378
Energy Drink X 16,286.0,1.01,France,46.1,293
Energy Drink G 35,203.8,3.82,Japan,26.3,3848
Energy Drink X 31,73.0,4.77,South Korea,22.8,3281
Energy Drink H 14,221.3,2.69,Canada,29.4,2672
Energy Drink J 61,95.2,5.93,Japan,27.9,2851
Energy Drink Q 77,251.0,5.46,South Korea,21.7,2303
Energy Drink P 86,162.7,4.49,Canada,5.5,2200
Energy Drink S 27,157.7,6.16,UK,40.3,1579
Energy Drink H 94,51.7,6.46,France,40.7,3080
Energy Drink T 54,88.2,1.24,Canada,35.8,1998
Energy Drink B 51,262.8,6.29,France,31.1,2364
Energy Drink U 28,161.6,9.28,Japan,44.2,2191
Energy Drink J 68,152.6,3.31,France,19.0,1845
Energy Drink T 3,224.2,7.95,Japan,31.6,1005
Energy Drink O 72,263.9,5.61,Canada,17.2,1201
Energy Drink V 87,224.4,6.93,France,14.5,1066
Energy Drink V 27,134.9,6.89,Canada,13.6,2886
Energy Drink X 27,283.2,6.25,Canada,38.9,3324
Energy Drink M 42,284.0,6.04,UK,27.1,3852
Energy Drink C 82,167.1,6.93,UK,16.0,3015
Energy Drink A 100,213.1,1.06,USA,29.6,26
Energy Drink H 71,223.0,6.3,Japan,24.4,3070
Energy Drink S 12,90.6,4.15,USA,26.0,11
Energy Drink O 29,138.5,9.27,Canada,27.5,345
Energy Drink S 98,79.3,9.31,UK,20.6,1110
Energy Drink I 40,193.3,9.04,South Korea,28.4,3599
Energy Drink N 44,222.6,1.83,Japan,9.8,842
Energy Drink G 32,69.2,4.64,Germany,32.1,3425
Energy Drink K 61,269.1,1.74,South Korea,5.3,3923
Energy Drink E 14,76.9,1.35,USA,39.4,2948
Energy Drink D 15,91.1,6.88,USA,24.5,3275
Energy Drink F 78,250.3,7.81,Japan,35.1,1028
Energy Drink W 62,74.0,4.98,Canada,35.7,3208
Energy Drink O 7,61.3,5.72,USA,41.3,1768
Energy Drink H 45,223.4,4.63,France,37.5,1522
Energy Drink B 48,152.7,7.19,Germany,5.6,2172
Energy Drink B 97,264.2,9.85,Canada,43.2,2341
Energy Drink V 44,163.6,9.32,France,21.4,3966
Energy Drink K 6,151.4,9.35,France,22.4,1536
Energy Drink U 84,285.0,6.82,France,48.3,3007
Energy Drink R 26,239.6,6.37,Germany,24.5,2308
Energy Drink L 58,96.8,6.52,UK,46.4,2888
Energy Drink B 46,62.8,9.77,Canada,42.9,1235
Energy Drink L 20,79.7,7.17,UK,49.2,3526
Energy Drink N 99,254.1,8.45,France,16.7,2348
Energy Drink V 21,111.8,8.49,UK,35.8,2909
Energy Drink O 18,124.0,2.11,South Korea,13.4,1072
Energy Drink B 89,120.6,6.72,Japan,14.5,1415
Energy Drink V 71,96.3,2.65,USA,6.2,3027
Energy Drink Y 89,203.1,5.65,Japan,3.7,57
Energy Drink M 59,261.6,6.98,France,37.2,3155
Energy Drink Y 21,203.7,4.03,USA,13.9,1943
Energy Drink Y 80,229.1,8.15,USA,48.3,1173
Energy Drink L 45,50.8,3.86,Japan,9.0,2022
Energy Drink K 27,54.3,2.47,Japan,14.0,913
Energy Drink H 61,220.0,5.9,France,47.7,1320
Energy Drink K 8,160.4,4.62,USA,12.9,1841
Energy Drink B 21,56.6,7.68,France,38.8,738
Energy Drink M 7,154.2,4.54,Canada,48.4,63
Energy Drink D 71,140.2,2.89,Japan,47.6,2951
Energy Drink R 45,203.8,3.52,South Korea,5.6,3382
Energy Drink J 95,157.5,1.41,South Korea,25.4,643
Energy Drink X 22,157.1,4.06,South Korea,39.7,1231
Energy Drink W 2,207.9,8.8,South Korea,5.1,2366
Energy Drink I 25,198.4,6.39,Canada,48.1,1704
Energy Drink D 99,146.3,1.65,USA,47.5,2710
Energy Drink F 13,236.5,3.87,France,26.3,12
Energy Drink J 86,195.1,3.99,UK,39.3,1205
Energy Drink I 92,71.3,4.18,France,6.3,2152
Energy Drink A 51,231.8,3.69,France,10.1,3101
Energy Drink J 66,286.4,4.8,USA,27.8,1087
Energy Drink Q 94,274.8,3.63,South Korea,22.9,1459
Energy Drink N 60,194.8,3.85,South Korea,19.9,1038
Energy Drink V 41,73.9,7.63,South Korea,34.1,3187
Energy Drink E 3,186.4,1.64,France,49.6,1769
Energy Drink R 24,201.0,7.7,Japan,11.1,2963
Energy Drink U 62,110.9,6.14,South Korea,37.4,2378
Energy Drink I 50,243.3,3.51,South Korea,25.9,1922
Energy Drink C 81,195.4,9.44,Germany,0.1,2228
Energy Drink X 36,115.3,3.04,Germany,43.2,1847
Energy Drink P 57,198.4,9.36,France,42.2,3946
Energy Drink P 96,122.3,2.36,Japan,21.2,3643
Energy Drink G 22,80.2,7.14,UK,29.0,89
Energy Drink E 88,162.6,8.31,USA,9.6,3434
Energy Drink V 80,112.2,3.57,USA,22.2,1989
Energy Drink A 71,79.9,4.37,UK,45.4,1100
Energy Drink E 34,172.3,6.15,Canada,6.5,2310
Energy Drink C 88,278.2,2.54,USA,41.5,3162
Energy Drink B 55,126.2,7.94,UK,13.7,1337
Energy Drink C 52,53.9,1.17,Canada,39.5,513
Energy Drink M 11,175.8,2.19,UK,14.7,960
Energy Drink P 86,94.5,5.48,Canada,30.9,443
Energy Drink P 49,211.6,7.03,UK,15.1,2982
Energy Drink R 42,236.5,7.3,South Korea,36.1,1665
Energy Drink C 31,159.4,8.18,Germany,40.9,1256
Energy Drink C 46,240.9,6.51,South Korea,5.0,1033
Energy Drink X 20,147.1,5.04,Germany,1.8,2067
Energy Drink W 19,66.9,4.6,USA,4.1,1859
Energy Drink N 52,166.6,1.14,UK,21.1,15
Energy Drink R 74,274.4,1.43,South Korea,25.6,3308
Energy Drink A 39,293.1,7.18,Germany,39.3,625
Energy Drink A 83,261.4,8.29,France,2.8,3558
Energy Drink P 91,84.8,8.86,USA,40.7,1636
Energy Drink A 56,170.6,8.88,USA,0.8,2182
Energy Drink J 13,170.9,4.97,UK,25.6,187
Energy Drink W 69,197.2,3.45,Germany,5.9,3936
Energy Drink P 2,208.7,1.41,South Korea,11.5,176
Energy Drink D 77,273.0,4.02,UK,40.4,1840
Energy Drink O 65,242.6,8.09,USA,6.9,251
Energy Drink Z 31,65.3,3.41,Germany,16.6,1713
Energy Drink B 18,238.1,1.81,Japan,6.0,433
Energy Drink U 79,189.9,7.76,France,46.7,3635
Energy Drink Q 30,89.0,2.85,Japan,49.3,3667
Energy Drink Z 100,223.8,8.17,UK,14.5,128
Energy Drink L 16,178.7,9.94,Japan,5.6,1169
Energy Drink D 75,234.8,9.5,South Korea,26.3,1130
Energy Drink R 64,280.0,2.95,South Korea,42.7,3753
Energy Drink V 67,62.9,7.38,USA,33.8,2571
Energy Drink E 1,249.2,2.37,Germany,1.3,2811
Energy Drink U 47,79.5,5.94,Japan,47.5,2002
Energy Drink X 46,297.5,9.05,UK,21.3,1448
Energy Drink K 23,173.7,5.96,South Korea,38.0,1857
Energy Drink X 93,257.7,3.43,Canada,34.3,915
Energy Drink X 68,287.8,9.9,Canada,29.8,2193
Energy Drink D 14,62.5,6.59,Canada,14.4,3268
Energy Drink M 8,138.1,9.7,USA,23.9,525
Energy Drink P 69,146.3,6.71,USA,20.4,207
Energy Drink D 88,286.0,9.63,Japan,18.8,2121
Energy Drink F 83,221.6,2.29,UK,5.7,946
Energy Drink K 14,194.6,5.62,USA,40.9,3958
Energy Drink U 69,119.9,6.59,Canada,20.7,3188
Energy Drink M 92,217.3,3.75,UK,5.3,550
Energy Drink X 49,286.3,9.95,USA,39.9,570
Energy Drink R 32,138.4,3.0,UK,10.8,3790
Energy Drink K 8,227.8,9.98,Japan,14.8,2010
Energy Drink U 88,101.9,7.63,UK,45.7,3123
Energy Drink Z 3,128.8,6.58,France,41.1,1541
Energy Drink O 69,85.5,6.78,France,23.4,2809
Energy Drink E 45,136.3,1.66,Japan,45.5,3549
Energy Drink V 6,181.3,4.63,France,18.6,1515
Energy Drink F 42,151.1,7.24,UK,29.7,610
Energy Drink J 13,185.2,7.23,France,7.8,606
Energy Drink I 19,203.7,3.18,USA,12.8,423
Energy Drink F 51,169.2,6.17,Japan,22.9,503
Energy Drink R 64,149.0,7.83,Japan,25.4,3490
Energy Drink Y 42,78.5,1.54,South Korea,31.2,2550
Energy Drink U 42,290.2,4.98,Germany,32.8,2442
Energy Drink Y 17,161.0,6.3,Japan,13.8,3787
Energy Drink L 91,201.9,1.92,Japan,30.4,2753
Energy Drink U 85,217.4,1.99,France,33.4,3328
Energy Drink Q 46,177.5,8.2,Japan,2.5,3061
Energy Drink L 64,193.1,3.64,Germany,11.3,396
Energy Drink Q 22,191.2,9.03,Germany,42.9,1185
Energy Drink R 20,78.9,3.71,France,41.4,1629
Energy Drink R 7,158.3,3.3,USA,43.2,1876
Energy Drink L 7,152.6,7.03,South Korea,45.5,1986
Energy Drink H 44,159.8,4.39,South Korea,38.8,848
Energy Drink M 62,159.7,9.17,Japan,49.6,2726
Energy Drink E 39,242.3,6.37,Germany,25.8,2607
Energy Drink T 58,158.9,8.81,Japan,39.7,993
Energy Drink C 29,86.0,8.83,South Korea,5.8,1684
Energy Drink J 88,279.2,6.72,South Korea,17.6,3033
Energy Drink A 50,65.7,4.49,Germany,17.3,3935
Energy Drink K 28,257.4,6.72,Canada,5.4,562
Energy Drink I 20,111.5,5.74,Germany,25.3,3199
Energy Drink Z 86,250.3,9.66,UK,6.7,3410
Energy Drink X 59,271.2,2.34,UK,29.3,3954
Energy Drink P 63,73.8,6.67,France,7.8,2112
Energy Drink X 60,212.4,7.68,France,8.0,3193
Energy Drink J 53,271.4,3.61,France,23.6,702
Energy Drink M 16,277.5,6.61,Germany,39.3,907
Energy Drink V 96,211.2,1.63,UK,45.4,1462
Energy Drink H 85,56.9,4.07,UK,21.8,1144
Energy Drink W 19,179.1,2.16,UK,41.7,1487
Energy Drink W 79,106.9,10.0,Canada,23.7,2527
Energy Drink Z 47,64.9,4.78,USA,45.5,1123
Energy Drink H 31,53.7,6.79,South Korea,6.7,3135
Energy Drink A 71,172.2,6.49,Canada,37.5,2166
Energy Drink B 80,195.7,9.45,Canada,21.5,2286
Energy Drink L 72,124.1,7.78,South Korea,17.3,1427
Energy Drink K 41,207.6,2.43,Canada,36.0,1089
Energy Drink W 95,248.8,9.7,South Korea,40.7,2081
Energy Drink X 18,92.5,4.3,USA,34.8,3842
Energy Drink Z 22,251.0,7.92,USA,24.5,1620
Energy Drink C 9,230.0,7.0,South Korea,46.6,1751
Energy Drink R 29,195.2,7.25,UK,5.0,2573
Energy Drink M 96,251.1,3.45,UK,14.1,2071
Energy Drink A 19,296.7,4.76,Japan,15.1,3981
Energy Drink H 96,123.9,6.45,South Korea,11.8,2678
Energy Drink F 17,160.8,3.14,France,1.6,1032
Energy Drink T 51,136.5,3.63,South Korea,21.8,1434
Energy Drink A 13,123.9,4.39,Germany,48.9,3745
Energy Drink I 34,160.6,3.07,Japan,4.1,0
Energy Drink H 4,140.4,9.43,Germany,38.8,3358
Energy Drink N 79,151.3,6.22,South Korea,16.6,2219
Energy Drink V 15,66.1,3.28,Canada,36.6,1962
Energy Drink I 37,161.2,5.68,Canada,44.9,3267
Energy Drink A 96,238.4,1.44,USA,8.7,920
Energy Drink M 29,145.9,2.88,South Korea,44.9,3214
Energy Drink P 39,226.6,3.01,USA,48.6,522
Energy Drink D 78,151.9,1.98,Canada,6.7,1911
Energy Drink W 19,220.6,1.47,UK,3.2,1892
Energy Drink T 47,261.2,7.98,Germany,36.0,1747
Energy Drink L 7,68.8,5.67,South Korea,22.0,3974
Energy Drink F 38,282.8,2.91,USA,8.2,1613
Energy Drink N 96,231.0,8.92,Japan,37.7,1969
Energy Drink F 87,69.5,6.15,USA,24.7,1099
Energy Drink L 74,115.4,7.77,Germany,29.4,1253
Energy Drink C 86,92.2,4.93,Germany,0.9,3392
Energy Drink K 11,130.2,7.73,France,10.4,864
Energy Drink I 84,273.0,3.12,USA,28.5,3011
Energy Drink L 81,50.2,2.15,South Korea,31.1,3634
Energy Drink U 97,213.1,5.13,Japan,8.2,110
Energy Drink F 72,157.5,4.43,Japan,18.9,2283
Energy Drink J 23,256.5,1.95,Japan,14.4,3081
Energy Drink C 98,141.6,7.81,Japan,16.6,2446
Energy Drink V 72,80.4,7.11,UK,6.7,378
Energy Drink M 47,80.6,3.34,Canada,12.4,1576
Energy Drink E 76,245.1,6.66,USA,46.5,1902
Energy Drink F 48,241.9,3.96,France,5.4,2682
Energy Drink I 40,267.6,1.61,France,24.8,668
Energy Drink Z 14,296.5,4.64,Canada,39.7,1006
Energy Drink J 49,222.8,8.56,USA,15.2,1240
Energy Drink Q 39,175.0,2.94,Japan,43.5,2227
Energy Drink C 64,274.6,5.57,Canada,44.8,442
Energy Drink A 65,88.7,2.82,France,44.0,1722
Energy Drink Y 51,270.8,3.52,UK,38.9,2531
Energy Drink Z 39,260.3,5.07,Germany,30.9,1738
Energy Drink N 21,80.0,1.32,Germany,25.1,1710
Energy Drink B 91,113.9,8.45,Japan,14.3,1527
Energy Drink H 95,124.5,7.27,France,8.1,1113
Energy Drink O 15,164.9,3.46,Japan,47.5,3626
Energy Drink Q 32,130.6,7.21,France,31.5,3789
Energy Drink G 94,201.1,9.56,Canada,32.2,226
Energy Drink A 16,88.7,7.7,France,46.1,1958
Energy Drink M 69,135.5,3.0,Japan,8.9,3421
Energy Drink B 95,171.8,2.37,USA,28.9,440
Energy Drink K 64,260.7,8.63,UK,7.7,2201
Energy Drink Y 16,117.1,6.77,UK,28.1,3424
Energy Drink Y 95,52.3,8.92,USA,44.4,2887
Energy Drink F 16,158.0,7.62,Germany,40.4,1200
Energy Drink V 5,197.7,5.7,France,42.5,611
Energy Drink W 92,116.4,7.64,Germany,33.8,3669
Energy Drink N 33,113.6,5.03,Japan,33.2,2709
Energy Drink B 61,219.5,6.85,South Korea,29.8,3540
Energy Drink F 61,53.4,4.08,USA,20.4,317
Energy Drink A 25,168.9,3.24,France,16.2,2242
Energy Drink Q 14,286.1,6.5,Canada,41.9,459
Energy Drink B 55,289.6,6.44,UK,8.8,1846
